Count.ID,State,Name,Jurisdiction,hifld_id,Address,City,Zipcode,Latitude,Longitude,County,County.FIPS,TYPE,POPULATION,SECURELVL,CAPACITY,federal_prison_type,Website
193,California,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
71,California,CRC CALIFORNIA REHABILITATION CENTER,Prison,10000856,3195 WESTERN AVENUE,NORCO,92860,33.9269179390345,-117.575944249023,RIVERSIDE,6065,STATE,65,MINIMUM,100,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1391,California,CTC RICHARD A MCGEE CORRECTIONAL TRAINING CENTER GALT CTC,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
72,California,CTF CORRECTIONAL TRAINING FACILITY,Prison,10000817,SOLEDAD PRISON ROAD,SOLEDAD,93960,36.4696478936682,-121.382232403834,MONTEREY,6053,STATE,4983,MEDIUM,3312,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
73,California,CVSP CHUCKAWALLA VALLEY STATE PRISON,Prison,10002346,19025 WILEYS WELL ROAD,BLYTHE,92225,33.5625795084436,-114.909505761772,RIVERSIDE,6065,STATE,2822,MEDIUM,1738,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
219,California,DUBLIN FCI,Federal Prison,10005303,5701 8TH STREET,DUBLIN,94568,NA,NA,ALAMEDA,6001,FEDERAL,1019,MINIMUM,702,NA,https://www.bop.gov/coronavirus/
74,California,DVI DEUEL VOCATIONAL INSTITUTION,Prison,10000794,23500 KASSON ROAD,TRACY,95304,37.7480575885474,-121.330626376506,SAN JOAQUIN,6077,STATE,2349,MEDIUM,1681,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
225,California,FCC LOMPOC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,6083,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
226,California,FCC OAKDALE,Federal Prison,NA,NA,NA,NA,NA,NA,NA,6099,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1419,California,FRESNO COUNTY JAIL,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1420,California,FRESNO COUNTY JAIL RRC,Federal RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
75,California,FSP FOLSOM STATE PRISON,Prison,10000780,300 PRISON ROAD,REPRESA,95671,38.6953833866258,-121.163032416831,SACRAMENTO,6067,STATE,2507,MEDIUM,2066,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1633,California,GEO CARE EL MONTE,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
255,California,GEO CARE LLC RCC SACRAMENTO,Federal Prison,NA,7000 FRANKLIN BOULEVARD,SACRAMENTO,95823,38.5829489,-121.4974335,NA,6067,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
257,California,GEO REENTRY OF ALASKA INC RRC OAKLAND,Federal Prison,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
258,California,GEO TAYLOR ST FACILITY RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
76,California,HDSP HIGH DESERT STATE PRISON,Prison,10002310,475-750 RICE CANYON ROAD,SUSANVILLE,96127,40.4034569,-120.5258579,LASSEN,6035,STATE,3521,MAXIMUM,2324,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1380,California,HERLONG FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
77,California,ISP IRONWOOD STATE PRISON,Prison,10000861,19005 WILEYS WELL ROAD,BLYTHE,92225,33.560981035264,-114.926035362339,RIVERSIDE,6065,STATE,3088,MEDIUM,2200,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
269,California,JL SANTA RITA JAIL RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,6001,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
78,California,KVSP KERN VALLEY STATE PRISON,Prison,10000844,3000 WEST CECIL AVENUE,DELANO,93216,35.7664743652153,-119.325362738915,KERN,6029,STATE,3709,MAXIMUM,2448,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
79,California,LAC CALIFORNIA STATE PRISON LOS ANGELES COUNTY,Prison,10002353,44750 60TH STREET WEST,LANCASTER,93536,34.6935964888811,-118.227613596015,LOS ANGELES,6037,STATE,3418,MAXIMUM,2300,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
278,California,LOMPOC FCI,Federal Prison,10000863,3600 GUARD RD,LOMPOC,93436,34.6767553666166,-120.499462066144,SANTA BARBARA,6083,FEDERAL,1257,MINIMUM,860,BOP,https://www.bop.gov/coronavirus/
279,California,LOMPOC USP,Federal Prison,10000864,3901 KLEIN BLVD,LOMPOC,93436,34.6791874619635,-120.505480106611,SANTA BARBARA,6083,FEDERAL,947,MEDIUM,1009,BOP,https://www.bop.gov/coronavirus/
80,California,LOS ANGELES JAILS,Jail,NA,NA,NA,NA,NA,NA,NA,6037,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
280,California,LOS ANGELES MDC,Federal Prison,10000892,535 NORTH ALAMEDA STREET,LOS ANGELES,90012,34.0536306021772,-118.238468044762,LOS ANGELES,6037,FEDERAL,713,MAXIMUM,735,BOP,https://www.bop.gov/coronavirus/
81,California,MCSP MULE CREEK STATE PRISON,Prison,10000782,4001 STATE HIGHWAY 104,IONE,95640,38.3707433501933,-120.953445839295,AMADOR,6005,STATE,3698,MAXIMUM,3284,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1722,California,MENDOTA FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
83,California,NCYCC NORTHERN CALIFORNIA YOUTH CORRECTIONAL CENTER,Prison,10000796,7650 SOUTH NEWCASTLE ROAD,STOCKTON,95215,37.8911829,-121.1978213,SAN JOAQUIN,6077,STATE,216,JUVENILE,210,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
84,California,NKSP NORTH KERN STATE PRISON,Prison,10000841,2737 WEST CECIL AVENUE,DELANO,93215,35.7818851211983,-119.309875666034,KERN,6029,STATE,4492,MEDIUM,2694,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
86,California,OH CLOSE YOUTH CORRECTIONAL FACILITY,Prison,10000793,7650 SOUTH NEWCASTLE ROAD,STOCKTON,95213,37.8985212552692,-121.197694670182,SAN JOAQUIN,6077,STATE,169,JUVENILE,192,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
87,California,ORANGE COUNTY JAILS,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
88,California,PBSP PELICAN BAY STATE PRISON,Prison,10002309,5905 LAKE EARL DRIVE,CRESCENT CITY,95531,41.8548085129846,-124.149075142913,DEL NORTE,6015,STATE,2384,MAXIMUM,2380,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1831,California,PINE GROVE JUVENILE PRISON CAMP,Juvenile Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
90,California,PVSP PLEASANT VALLEY STATE PRISON,Prison,10000810,24863 WEST JAYNE AVENUE,COALINGA,93210,36.1314730871758,-120.248899603834,FRESNO,6019,STATE,2860,MAXIMUM,2308,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
91,California,RICHARD A MCGEE CORRECTIONAL TRAINING CENTER GALT,Prison,NA,9850 TWIN CITIES RD,GALT,95632,38.2890255,-121.3279067,NA,6067,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
92,California,RJD RICHARD J DONOVAN CORRECTIONAL FACILITY,Prison,10000869,480 ALTA ROAD,SAN DIEGO,92179,32.5845648725376,-116.933576346021,SAN DIEGO,6073,STATE,3915,MAXIMUM,2992,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
93,California,SAC CALIFORNIA STATE PRISON SACRAMENTO,Prison,10002322,100 PRISON ROAD,REPRESA,95671,38.6944441052245,-121.153903672444,SACRAMENTO,6067,STATE,2167,MAXIMUM,1828,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1381,California,SAN DIEGO MCC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
94,California,SATF CSP CALIFORNIA SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON CORCORAN,Prison,10000824,4001 KING AVENUE,CORCORAN,93212,36.0608182328209,-119.549121025513,KINGS,6031,STATE,3070,MAXIMUM,3116,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
98,California,SATF SUBSTANCE ABUSE TREATMENT FACILITY,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
95,California,SCC SIERRA CONSERVATION CENTER,Prison,10001522,5100 OBYRNES FERRY ROAD,JAMESTOWN,95327,37.8916885580805,-120.536540080055,TUOLUMNE,6109,STATE,4409,MEDIUM,3936,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
96,California,SOL CALIFORNIA STATE PRISON SOLANO,Prison,10002323,2100 PEABODY ROAD,VACAVILLE,95687,38.3207765164984,-121.975236909963,SOLANO,6095,STATE,3737,MAXIMUM,2610,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
97,California,SQ CA STATE PRISON SAN QUENTIN,Prison,10000790,MAIN STREET,SAN QUENTIN,94964,37.940039821471,-122.490366544075,MARIN,6041,STATE,3989,MAXIMUM,3082,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1705,California,SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON CORCORAN,Prison,10000825,900 QUEBEC AVE,CORCORAN,93212,NA,NA,KINGS,6031,STATE,5843,NA,3424,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
99,California,SVSP SALINAS VALLEY STATE PRISON,Prison,10000821,31625 HIGHWAY 101,SOLEDAD,93960,36.47885698691,-121.374394413182,MONTEREY,6053,STATE,3510,MAXIMUM,2452,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
332,California,TERMINAL ISLAND FCI,Federal Prison,10000887,1299 SEASIDE AVENUE,SAN PEDRO,90731,33.7264910043583,-118.267063113327,LOS ANGELES,6037,FEDERAL,1185,MINIMUM,781,BOP,https://www.bop.gov/coronavirus/
347,California,USP LOMPOC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,6083,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1687,California,VENTURA,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1449,California,VICTORVILLE MEDIUM I FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
349,California,VICTORVILLE MEDIUM II FCI,Federal Prison,10000831,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,92394,34.5684841127454,-117.358314539471,SAN BERNARDINO,6071,FEDERAL,1216,MEDIUM,1152,BOP,https://www.bop.gov/coronavirus/
1450,California,VICTORVILLE USP,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1451,California,VINEWOOD RE ENTRY CCC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
100,California,VSP VALLEY STATE PRISON,Prison,10000802,21633 AVENUE 24,CHOWCHILLA,93610,37.1054773613022,-120.155471857763,MADERA,6039,STATE,3570,MEDIUM,1980,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
1455,California,WESTERN RO,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1757,California,WORKING ALTERNATIVES RRC GARDEN GROVE,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
106,California,WSP WASCO STATE PRISON,Prison,10000847,701 SCOFIELD AVENUE,WASCO,93280,35.5943118923445,-119.408331932536,KERN,6029,STATE,5127,MEDIUM,2984,private,https://www.cdcr.ca.gov/covid19/population-status-tracking/
107,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,Prison,10002228,12750 HIGHWAY 96 AT LANE 13,ORDWAY,81034,38.1914682690407,-103.842185413539,CROWLEY,8025,STATE,1047,CLOSE,1056,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
108,Colorado,ARROWHEAD CORRECTIONAL FACILITY,Prison,10002225,E US HIGHWAY 50 AND EVANS BLVD,CANON CITY,81212,38.4361032776577,-105.159095580384,FREMONT,8043,STATE,521,MINIMUM,520,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
109,Colorado,BENT COUNTY CORRECTIONAL FACILITY,Prison,10002233,11560 ROAD FF75,LAS ANIMAS,81054,38.0645630889985,-103.204792244019,BENT,8011,STATE,1416,MEDIUM,1420,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
110,Colorado,BUENA VISTA CORRECTIONAL COMPLEX,Prison,10000573,5125 HWY 24  285,BUENA VISTA,81211,38.8221011783482,-106.114713494582,CHAFFEE,8015,STATE,1212,CLOSE,1234,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
111,Colorado,CENTENNIAL CORRECTIONAL FACILITY,Prison,10002226,E US HIGHWAY 50 EVANS BLVD,CANON CITY,81215,NA,NA,FREMONT,8043,STATE,306,MAXIMUM,336,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
112,Colorado,COLORADO CORRECTIONAL CENTER,Prison,10000563,15445 SOUTH GOLDEN ROAD,GOLDEN,80401,39.7349373568258,-105.171343039098,JEFFERSON,8059,STATE,149,MINIMUM,150,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
113,Colorado,COLORADO STATE PENITENTIARY,Prison,10002227,E US HIGHWAY 50 EVANS BLVD,CANON CITY,81215,NA,NA,FREMONT,8043,STATE,700,MAXIMUM,725,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
114,Colorado,COLORADO TERRITORIAL CORRECTIONAL FACILITY,Prison,10000578,275 WEST UNITED STATES HIGHWAY 50,CANON CITY,81215,38.4380231656977,-105.24869508166,FREMONT,8043,STATE,920,CLOSE,953,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
115,Colorado,CROWLEY COUNTY CORRECTIONAL FACILITY,Prison,10000585,6564 HIGHWAY 96,OLNEY SPRINGS,81062,38.1567386773071,-103.957302296227,CROWLEY,8025,STATE,1745,MEDIUM,1794,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
116,Colorado,DELTA CORRECTIONAL FACILITY,Prison,10000569,11363 LOCKHART ROAD,DELTA,81416,38.7091161668528,-108.1486111854,DELTA,8029,STATE,480,MINIMUM,480,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
117,Colorado,DENVER RECEPTION DIAGNOSTIC CENTER,Prison,10000560,10900 SMITH ROAD,DENVER,80239,NA,NA,DENVER,8031,STATE,560,MAXIMUM,570,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
118,Colorado,DENVER WOMENS CORRECTIONAL FACILITY,Prison,10000561,3600 HAVANA STREET,DENVER,80239,39.7651022530035,-104.860783989209,DENVER,8031,STATE,970,MAXIMUM,1008,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
222,Colorado,ENGLEWOOD FCI,Federal Prison,10004659,9595 WEST QUINCY AVE,LITTLETON,80123,39.6419202673911,-105.105526628805,JEFFERSON,8059,FEDERAL,637,MINIMUM,393,BOP,https://www.bop.gov/coronavirus/
1417,Colorado,FLORENCE ADMAX USP,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1715,Colorado,FLORENCE FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1418,Colorado,FLORENCE HIGH USP,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
119,Colorado,FOUR MILE CORRECTIONAL FACILITY,Prison,10000577,E US HIGHWAY 50  EVANS BLVD,CANON CITY,81212,38.4297698263386,-105.147850868231,FREMONT,8043,STATE,528,MINIMUM,521,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
1707,Colorado,FREMONT CORRECTIONAL FACILITY,Prison,10000576,E US HIGHWAY 50 EVANS BLVD,CANON CITY,81215,NA,NA,FREMONT,8043,STATE,1606,CLOSE,1620,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
121,Colorado,LA VISTA CORRECTIONAL FACILITY,Prison,10000586,1401 WEST 17TH STREET,PUEBLO,81003,38.2848496624821,-104.628197370638,PUEBLO,8101,STATE,685,MEDIUM,707,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
122,Colorado,LIMON CORRECTIONAL CENTER,Prison,10000567,49030 STATE HIGHWAY 71 SOUTH,LIMON,80826,39.2180852168671,-103.69168538198,LINCOLN,8073,STATE,852,CLOSE,930,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
1706,Colorado,LIMON CORRECTIONAL FACILITY,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
123,Colorado,RIFLE CORRECTIONAL CENTER,Prison,10000557,200 COUNTY ROAD 219,RIFLE,81650,39.6501662571741,-107.779048773069,GARFIELD,8045,STATE,192,MINIMUM,192,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
124,Colorado,SAN CARLOS CORRECTIONAL FACILITY,Prison,10000587,1410 WEST 13TH STREET,PUEBLO,81003,NA,NA,PUEBLO,8101,STATE,219,MAXIMUM,255,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
120,Colorado,SKYLINE CORRECTIONAL CENTER,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
125,Colorado,SKYLINE CORRECTIONAL FACILITY,Prison,10000575,E US HIGHWAY 50  EVANS BLVD,CANON CITY,81212,38.4301373708303,-105.159053624573,FREMONT,8043,STATE,250,MINIMUM,252,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
126,Colorado,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
127,Colorado,STERLING CORRECTIONAL FACILITY,Prison,10000554,12101 HIGHWAY 61,STERLING,80751,40.6112345844626,-103.162101487714,LOGAN,8075,STATE,2486,MAXIMUM,2488,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
128,Colorado,TRINIDAD CORRECTIONAL FACILITY,Prison,10000593,21000 HIGHWAY 350 EAST,MODEL,81059,37.3003461259738,-104.286657080323,LAS ANIMAS,8071,STATE,503,MINIMUM,500,private,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
129,Colorado,YOUTHFUL OFFENDER SYSTEM,Prison,10000588,1300 WEST 13TH ST,PUEBLO,81003,NA,NA,PUEBLO,8101,STATE,15,MEDIUM,250,NA,https://www.colorado.gov/pacific/cdoc/covid-19-faq-and-updates
130,Connecticut,BRIDGEPORT CC,Prison,10002400,1106 NORTH AVE,BRIDGEPORT,6604,41.1906143034373,-73.2010603612838,FAIRFIELD,9001,STATE,787,MAXIMUM,816,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
131,Connecticut,BROOKLYN CI,Prison,10002399,59 HARTFORD RD,BROOKLYN,6234,41.7841638798399,-71.9542621555301,WINDHAM,9015,STATE,450,MEDIUM,500,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
132,Connecticut,CARL ROBINSON CI,Prison,10001605,285 SHAKER RD,ENFIELD,6082,42.0156533,-72.515607,HARTFORD,9003,STATE,1415,MEDIUM,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
133,Connecticut,CHESHIRE CI,Prison,10000937,900 HIGHLAND AVE,CHESHIRE,6410,41.5214912358681,-72.9017651017257,NEW HAVEN,9009,STATE,1270,MAXIMUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
199,Connecticut,COMMUNITY SOLUTIONS INC RRC HARTFORD,Federal Prison,NA,136 COLLINS STREET,HARTFORD,6105,41.7658043,-72.6733723,NA,9003,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
134,Connecticut,CORRIGAN RADGOWSKI CC,Prison,10000931,986 NORWICH-NEW LONDON TURNPIKE,UNCASVILLE,6382,41.4541843158057,-72.1121724298505,NEW LONDON,9011,STATE,1196,MAXIMUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
206,Connecticut,DANBURY FCI,Federal Prison,10000935,ROUTE 37,DANBURY,6811,41.4367642018734,-73.4675543037412,FAIRFIELD,9001,FEDERAL,815,MINIMUM,554,BOP,https://www.bop.gov/coronavirus/
135,Connecticut,DISCHARGED,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
231,Connecticut,FCI DANBURY,Federal Prison,NA,NA,NA,NA,NA,NA,NA,9001,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
136,Connecticut,GARNER CI,Prison,10000934,50 NUNNAWAUK RD,NEWTOWN,6470,41.4003588845118,-73.2721122970364,FAIRFIELD,9001,STATE,536,MAXIMUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
137,Connecticut,HARTFORD CC,Prison,10000926,177 WESTON ST,HARTFORD,6120,41.7936240767659,-72.6613994780302,HARTFORD,9003,STATE,905,MAXIMUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
138,Connecticut,HOSPITAL CT,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
139,Connecticut,ISOLATION UNIT AT NORTHERN CI,Prison,NA,NA,NA,NA,NA,NA,NA,9013,NA,NA,NA,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
1688,Connecticut,MACDOUGALL WALKER CI,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
140,Connecticut,MANSON YOUTH,Prison,10000939,42 JARVIS ST,CHESHIRE,6410,41.5305002146666,-72.8997977474974,NEW HAVEN,9009,STATE,545,JUVENILE,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
141,Connecticut,MWCI,Prison,10000927,1153 EAST ST S,SUFFIELD,6080,41.9504803298842,-72.6367468021469,HARTFORD,9003,STATE,1853,MAXIMUM,2135,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
142,Connecticut,NEW HAVEN CC,Prison,10005380,245 WHALLEY AVE,NEW HAVEN,6511,41.3174805727441,-72.9399713108872,NEW HAVEN,9009,STATE,684,MAXIMUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
143,Connecticut,NORTHERN CI,Prison,10000929,287 BILTON RD,SOMERS,6071,42.0188064,-72.4948806,TOLLAND,9013,STATE,274,MAXIMUM,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
1689,Connecticut,NORTHERN CI INFIRMIRY,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
144,Connecticut,OSBORN CI,Prison,10000928,335 BILTON RD,SOMERS,6071,42.0164002279266,-72.4969345257175,TOLLAND,9013,STATE,1371,MEDIUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
145,Connecticut,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
358,Connecticut,WATKINSON HOUSE RRC HARTFORD,Federal Prison,NA,NA,NA,NA,NA,NA,NA,9003,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
146,Connecticut,WILLARD CYBULSKI CI,Prison,10006149,391 SHAKER RD,ENFIELD,6082,42.0167978,-72.5062987,TOLLAND,9003,STATE,1140,MINIMUM,NA,NA,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
147,Connecticut,YORK CI,Prison,10000933,201 W MAIN ST,NIANTIC,6357,41.3230817885803,-72.2375418908771,NEW LONDON,9011,STATE,973,MAXIMUM,NA,private,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories
181,DC,CENTRAL OFFICE HQ,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
182,DC,CENTRAL OFFICE WASHINGTON DC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
148,Delaware,DELORES J BAYLOR WOMANS CORRECTIONAL INSTITUTION,Prison,10002260,660 BAYLOR BLVD,NEW CASTLE,19720,39.7039322007032,-75.5812577156562,NEW CASTLE,10003,STATE,394,MAXIMUM,320,private,https://doc.delaware.gov/views/covid19.blade.shtml
1740,Delaware,DOVER PROBATION AND PAROLE,Administrative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doc.delaware.gov/views/covid19.blade.shtml
1741,Delaware,GEORGETOWN ADMINISTRATIVE SERVICES,Administrative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doc.delaware.gov/views/covid19.blade.shtml
1742,Delaware,GEORGETOWN PROBATION AND PAROLE,Administrative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doc.delaware.gov/views/covid19.blade.shtml
149,Delaware,HAZEL D PLANT WOMANS TREATMENT FACILITY,Prison,10002260,660 BAYLOR BLVD,NEW CASTLE,19720,39.7039322007032,-75.5812577156562,NEW CASTLE,10003,STATE,394,MAXIMUM,320,private,https://doc.delaware.gov/views/covid19.blade.shtml
